timestamp,equipment_id,sensor_data,failure_mode,severity,actions_taken,outcome,resolution_time_hours
2025-11-05T04:51:47.159441+00:00,compressor_C-02,"{""vibration_rms"": 7.972, ""temp_c"": 81.4, ""pressure_bar"": 14.35, ""flow_rate_lpm"": 199.8}",bearing_failure,medium,Inspected bearing housing; replaced bearing; verified alignment; relubricated.,Resolved; equipment returned to service.,1.37
2025-12-28T10:27:47.159441+00:00,turbofan_TF-01,"{""vibration_rms"": 5.631, ""temp_c"": 94.97, ""pressure_bar"": 6.52, ""flow_rate_lpm"": 386.3}",overheating,high,Checked cooling; cleaned vents; reduced load; verified thermal sensors.,Escalated; further inspection required.,7.71
2025-10-22T02:59:47.159441+00:00,pump_P-07,"{""vibration_rms"": 1.382, ""temp_c"": 104.72, ""pressure_bar"": 6.17, ""flow_rate_lpm"": 17.1}",overheating,high,Checked cooling; cleaned vents; reduced load; verified thermal sensors.,Escalated; further inspection required.,6.0
2025-07-27T09:43:47.159441+00:00,pump_P-07,"{""vibration_rms"": 0.596, ""temp_c"": 54.31, ""pressure_bar"": 4.37, ""flow_rate_lpm"": 13.7}",sensor_malfunction,low,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Mitigated; monitor for 48 hours.,2.36
2025-08-17T12:31:47.159441+00:00,motor_M-12,"{""vibration_rms"": 3.063, ""temp_c"": 94.09, ""pressure_bar"": 9.15, ""flow_rate_lpm"": 305.1}",sensor_malfunction,medium,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Mitigated; monitor for 48 hours.,2.26
2025-07-17T07:26:47.159441+00:00,compressor_C-02,"{""vibration_rms"": 0.478, ""temp_c"": 102.15, ""pressure_bar"": 11.11, ""flow_rate_lpm"": 141.5}",overheating,critical,Checked cooling; cleaned vents; reduced load; verified thermal sensors.,Mitigated; monitor for 48 hours.,9.22
2025-05-01T01:49:47.159441+00:00,compressor_C-02,"{""vibration_rms"": 4.491, ""temp_c"": 113.63, ""pressure_bar"": 6.99, ""flow_rate_lpm"": 85.2}",overheating,medium,Checked cooling; cleaned vents; reduced load; verified thermal sensors.,Escalated; further inspection required.,2.38
2025-10-09T13:38:47.159441+00:00,compressor_C-02,"{""vibration_rms"": 3.002, ""temp_c"": 110.25, ""pressure_bar"": 1.46, ""flow_rate_lpm"": 113.8}",cavitation,low,Adjusted inlet conditions; inspected suction line; removed blockage; re-tested.,Escalated; further inspection required.,2.32
2025-06-17T12:29:47.159441+00:00,compressor_C-02,"{""vibration_rms"": 6.238, ""temp_c"": 63.12, ""pressure_bar"": 8.55, ""flow_rate_lpm"": 251.8}",bearing_failure,medium,Inspected bearing housing; replaced bearing; verified alignment; relubricated.,Resolved; equipment returned to service.,2.1
2025-04-30T04:02:47.159441+00:00,turbofan_TF-01,"{""vibration_rms"": 3.654, ""temp_c"": 65.85, ""pressure_bar"": 9.12, ""flow_rate_lpm"": 35.1}",scheduled_maintenance,critical,Performed scheduled PM; replaced consumables; updated CMMS notes.,Escalated; further inspection required.,8.53
2026-01-28T07:17:47.159441+00:00,pump_P-23,"{""vibration_rms"": 2.485, ""temp_c"": 99.01, ""pressure_bar"": 14.27, ""flow_rate_lpm"": 139.0}",sensor_malfunction,low,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Resolved; equipment returned to service.,2.14
2025-06-01T11:34:47.159441+00:00,turbofan_TF-01,"{""vibration_rms"": 5.423, ""temp_c"": 35.52, ""pressure_bar"": 9.99, ""flow_rate_lpm"": 91.5}",bearing_failure,low,Inspected bearing housing; replaced bearing; verified alignment; relubricated.,Escalated; further inspection required.,1.21
2025-10-18T02:40:47.159441+00:00,motor_M-12,"{""vibration_rms"": 2.649, ""temp_c"": 69.23, ""pressure_bar"": 2.05, ""flow_rate_lpm"": 357.0}",scheduled_maintenance,high,Performed scheduled PM; replaced consumables; updated CMMS notes.,Resolved; equipment returned to service.,3.06
2026-03-14T10:39:47.159441+00:00,pump_P-07,"{""vibration_rms"": 0.914, ""temp_c"": 43.54, ""pressure_bar"": 6.41, ""flow_rate_lpm"": 51.6}",lubrication_issue,high,Checked oil level; replaced filter; flushed line; refilled per spec.,Mitigated; monitor for 48 hours.,8.92
2025-05-17T04:44:47.159441+00:00,turbofan_TF-01,"{""vibration_rms"": 0.683, ""temp_c"": 54.33, ""pressure_bar"": 1.47, ""flow_rate_lpm"": 66.5}",cavitation,medium,Adjusted inlet conditions; inspected suction line; removed blockage; re-tested.,Mitigated; monitor for 48 hours.,1.9
2025-10-15T10:10:47.159441+00:00,motor_M-12,"{""vibration_rms"": 0.57, ""temp_c"": 96.82, ""pressure_bar"": 13.21, ""flow_rate_lpm"": 373.8}",sensor_malfunction,critical,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Resolved; equipment returned to service.,6.84
2025-08-25T01:12:47.160441+00:00,motor_M-12,"{""vibration_rms"": 1.341, ""temp_c"": 76.97, ""pressure_bar"": 0.95, ""flow_rate_lpm"": 59.6}",cavitation,medium,Adjusted inlet conditions; inspected suction line; removed blockage; re-tested.,Mitigated; monitor for 48 hours.,2.08
2026-02-10T14:50:47.160441+00:00,turbofan_TF-01,"{""vibration_rms"": 1.82, ""temp_c"": 63.49, ""pressure_bar"": 5.47, ""flow_rate_lpm"": 115.3}",sensor_malfunction,critical,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Mitigated; monitor for 48 hours.,10.71
2025-05-14T04:34:47.160441+00:00,compressor_C-02,"{""vibration_rms"": 5.493, ""temp_c"": 106.18, ""pressure_bar"": 13.35, ""flow_rate_lpm"": 326.6}",overheating,medium,Checked cooling; cleaned vents; reduced load; verified thermal sensors.,Escalated; further inspection required.,1.84
2025-09-08T21:00:47.160441+00:00,pump_P-07,"{""vibration_rms"": 3.119, ""temp_c"": 28.98, ""pressure_bar"": 1.04, ""flow_rate_lpm"": 17.4}",scheduled_maintenance,low,Performed scheduled PM; replaced consumables; updated CMMS notes.,Mitigated; monitor for 48 hours.,1.13
2026-01-14T01:20:47.160441+00:00,motor_M-12,"{""vibration_rms"": 2.88, ""temp_c"": 86.73, ""pressure_bar"": 1.11, ""flow_rate_lpm"": 156.8}",overheating,medium,Checked cooling; cleaned vents; reduced load; verified thermal sensors.,Escalated; further inspection required.,1.39
2025-11-21T17:48:47.160441+00:00,pump_P-23,"{""vibration_rms"": 8.485, ""temp_c"": 31.35, ""pressure_bar"": 1.27, ""flow_rate_lpm"": 393.1}",bearing_failure,low,Inspected bearing housing; replaced bearing; verified alignment; relubricated.,Resolved; equipment returned to service.,2.25
2026-02-01T19:34:47.160441+00:00,pump_P-23,"{""vibration_rms"": 5.025, ""temp_c"": 106.65, ""pressure_bar"": 0.68, ""flow_rate_lpm"": 99.2}",overheating,low,Checked cooling; cleaned vents; reduced load; verified thermal sensors.,Mitigated; monitor for 48 hours.,1.91
2025-06-25T21:25:47.160441+00:00,compressor_C-02,"{""vibration_rms"": 2.696, ""temp_c"": 113.61, ""pressure_bar"": 3.43, ""flow_rate_lpm"": 100.7}",sensor_malfunction,high,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Resolved; equipment returned to service.,8.51
2025-06-02T03:34:47.160441+00:00,pump_P-07,"{""vibration_rms"": 5.2, ""temp_c"": 82.7, ""pressure_bar"": 13.75, ""flow_rate_lpm"": 206.8}",scheduled_maintenance,medium,Performed scheduled PM; replaced consumables; updated CMMS notes.,Resolved; equipment returned to service.,2.03
2025-08-27T06:45:47.160441+00:00,compressor_C-02,"{""vibration_rms"": 4.677, ""temp_c"": 64.78, ""pressure_bar"": 9.16, ""flow_rate_lpm"": 195.0}",bearing_failure,low,Inspected bearing housing; replaced bearing; verified alignment; relubricated.,Resolved; equipment returned to service.,1.34
2026-02-03T02:52:47.160441+00:00,pump_P-07,"{""vibration_rms"": 4.359, ""temp_c"": 52.03, ""pressure_bar"": 11.02, ""flow_rate_lpm"": 195.4}",scheduled_maintenance,low,Performed scheduled PM; replaced consumables; updated CMMS notes.,Escalated; further inspection required.,2.16
2026-02-15T09:18:47.160441+00:00,compressor_C-02,"{""vibration_rms"": 4.258, ""temp_c"": 58.7, ""pressure_bar"": 7.05, ""flow_rate_lpm"": 364.4}",lubrication_issue,critical,Checked oil level; replaced filter; flushed line; refilled per spec.,Escalated; further inspection required.,9.18
2025-04-06T02:53:47.160441+00:00,motor_M-12,"{""vibration_rms"": 3.642, ""temp_c"": 111.45, ""pressure_bar"": 10.59, ""flow_rate_lpm"": 333.5}",scheduled_maintenance,low,Performed scheduled PM; replaced consumables; updated CMMS notes.,Escalated; further inspection required.,1.05
2025-08-12T23:51:47.160441+00:00,compressor_C-02,"{""vibration_rms"": 8.032, ""temp_c"": 109.58, ""pressure_bar"": 3.84, ""flow_rate_lpm"": 315.7}",bearing_failure,low,Inspected bearing housing; replaced bearing; verified alignment; relubricated.,Mitigated; monitor for 48 hours.,1.46
2025-04-19T05:58:47.160441+00:00,pump_P-07,"{""vibration_rms"": 5.06, ""temp_c"": 114.05, ""pressure_bar"": 8.83, ""flow_rate_lpm"": 356.2}",overheating,medium,Checked cooling; cleaned vents; reduced load; verified thermal sensors.,Resolved; equipment returned to service.,2.08
2025-06-01T06:50:47.160441+00:00,motor_M-12,"{""vibration_rms"": 3.59, ""temp_c"": 88.51, ""pressure_bar"": 12.23, ""flow_rate_lpm"": 170.9}",bearing_failure,medium,Inspected bearing housing; replaced bearing; verified alignment; relubricated.,Resolved; equipment returned to service.,0.89
2025-07-08T14:09:47.160441+00:00,pump_P-23,"{""vibration_rms"": 3.904, ""temp_c"": 103.61, ""pressure_bar"": 12.62, ""flow_rate_lpm"": 30.7}",scheduled_maintenance,high,Performed scheduled PM; replaced consumables; updated CMMS notes.,Escalated; further inspection required.,4.02
2026-03-28T07:25:47.160441+00:00,motor_M-12,"{""vibration_rms"": 3.874, ""temp_c"": 25.25, ""pressure_bar"": 8.57, ""flow_rate_lpm"": 316.7}",bearing_failure,low,Inspected bearing housing; replaced bearing; verified alignment; relubricated.,Mitigated; monitor for 48 hours.,1.27
2025-10-21T14:05:47.160441+00:00,turbofan_TF-01,"{""vibration_rms"": 3.428, ""temp_c"": 99.25, ""pressure_bar"": 10.65, ""flow_rate_lpm"": 391.8}",lubrication_issue,medium,Checked oil level; replaced filter; flushed line; refilled per spec.,Resolved; equipment returned to service.,2.14
2025-09-30T12:54:47.160441+00:00,compressor_C-02,"{""vibration_rms"": 8.41, ""temp_c"": 69.92, ""pressure_bar"": 12.55, ""flow_rate_lpm"": 159.6}",bearing_failure,low,Inspected bearing housing; replaced bearing; verified alignment; relubricated.,Mitigated; monitor for 48 hours.,2.05
2025-08-24T08:42:47.160441+00:00,pump_P-07,"{""vibration_rms"": 5.834, ""temp_c"": 38.4, ""pressure_bar"": 11.83, ""flow_rate_lpm"": 311.9}",scheduled_maintenance,low,Performed scheduled PM; replaced consumables; updated CMMS notes.,Mitigated; monitor for 48 hours.,1.14
2025-05-29T11:56:47.160441+00:00,compressor_C-02,"{""vibration_rms"": 5.578, ""temp_c"": 38.05, ""pressure_bar"": 14.53, ""flow_rate_lpm"": 368.6}",sensor_malfunction,high,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Mitigated; monitor for 48 hours.,4.81
2025-12-08T10:07:47.160441+00:00,pump_P-07,"{""vibration_rms"": 3.864, ""temp_c"": 95.56, ""pressure_bar"": 2.46, ""flow_rate_lpm"": 252.3}",bearing_failure,low,Inspected bearing housing; replaced bearing; verified alignment; relubricated.,Mitigated; monitor for 48 hours.,1.28
2025-10-21T18:59:47.160441+00:00,turbofan_TF-01,"{""vibration_rms"": 5.828, ""temp_c"": 57.61, ""pressure_bar"": 8.33, ""flow_rate_lpm"": 175.7}",bearing_failure,low,Inspected bearing housing; replaced bearing; verified alignment; relubricated.,Resolved; equipment returned to service.,1.53
2025-11-07T23:56:47.160441+00:00,turbofan_TF-01,"{""vibration_rms"": 7.397, ""temp_c"": 80.94, ""pressure_bar"": 12.27, ""flow_rate_lpm"": 193.3}",bearing_failure,high,Inspected bearing housing; replaced bearing; verified alignment; relubricated.,Escalated; further inspection required.,6.3
2026-02-17T23:34:47.160441+00:00,compressor_C-02,"{""vibration_rms"": 2.262, ""temp_c"": 60.97, ""pressure_bar"": 1.42, ""flow_rate_lpm"": 130.8}",sensor_malfunction,low,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Mitigated; monitor for 48 hours.,2.17
2025-09-30T20:51:47.160441+00:00,motor_M-12,"{""vibration_rms"": 0.33, ""temp_c"": 56.26, ""pressure_bar"": 8.74, ""flow_rate_lpm"": 235.5}",sensor_malfunction,medium,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Escalated; further inspection required.,1.15
2026-02-22T16:27:47.160441+00:00,turbofan_TF-01,"{""vibration_rms"": 2.51, ""temp_c"": 54.15, ""pressure_bar"": 11.28, ""flow_rate_lpm"": 307.2}",scheduled_maintenance,medium,Performed scheduled PM; replaced consumables; updated CMMS notes.,Mitigated; monitor for 48 hours.,1.54
2025-07-27T03:44:47.160441+00:00,turbofan_TF-01,"{""vibration_rms"": 1.507, ""temp_c"": 102.8, ""pressure_bar"": 14.5, ""flow_rate_lpm"": 66.6}",sensor_malfunction,medium,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Mitigated; monitor for 48 hours.,2.42
2025-08-10T13:38:47.160441+00:00,pump_P-23,"{""vibration_rms"": 3.14, ""temp_c"": 69.06, ""pressure_bar"": 4.65, ""flow_rate_lpm"": 369.1}",lubrication_issue,medium,Checked oil level; replaced filter; flushed line; refilled per spec.,Mitigated; monitor for 48 hours.,1.37
2025-08-25T15:27:47.160441+00:00,turbofan_TF-01,"{""vibration_rms"": 5.522, ""temp_c"": 68.19, ""pressure_bar"": 8.29, ""flow_rate_lpm"": 168.3}",bearing_failure,low,Inspected bearing housing; replaced bearing; verified alignment; relubricated.,Escalated; further inspection required.,0.99
2025-05-11T09:29:47.160441+00:00,motor_M-12,"{""vibration_rms"": 0.236, ""temp_c"": 65.34, ""pressure_bar"": 1.03, ""flow_rate_lpm"": 115.6}",lubrication_issue,medium,Checked oil level; replaced filter; flushed line; refilled per spec.,Mitigated; monitor for 48 hours.,2.42
2025-08-26T23:59:47.160441+00:00,motor_M-12,"{""vibration_rms"": 4.597, ""temp_c"": 117.9, ""pressure_bar"": 1.62, ""flow_rate_lpm"": 97.4}",cavitation,critical,Adjusted inlet conditions; inspected suction line; removed blockage; re-tested.,Mitigated; monitor for 48 hours.,10.95
2026-03-22T11:04:47.160441+00:00,motor_M-12,"{""vibration_rms"": 5.098, ""temp_c"": 81.24, ""pressure_bar"": 12.56, ""flow_rate_lpm"": 385.8}",sensor_malfunction,medium,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Escalated; further inspection required.,0.84
2025-05-30T15:14:47.160441+00:00,turbofan_TF-01,"{""vibration_rms"": 5.734, ""temp_c"": 107.33, ""pressure_bar"": 10.14, ""flow_rate_lpm"": 189.9}",lubrication_issue,critical,Checked oil level; replaced filter; flushed line; refilled per spec.,Mitigated; monitor for 48 hours.,5.97
2025-07-08T11:50:47.160441+00:00,pump_P-23,"{""vibration_rms"": 3.241, ""temp_c"": 36.63, ""pressure_bar"": 8.07, ""flow_rate_lpm"": 207.0}",sensor_malfunction,medium,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Resolved; equipment returned to service.,0.66
2025-05-30T16:31:47.160441+00:00,compressor_C-02,"{""vibration_rms"": 3.175, ""temp_c"": 106.93, ""pressure_bar"": 3.84, ""flow_rate_lpm"": 74.4}",scheduled_maintenance,low,Performed scheduled PM; replaced consumables; updated CMMS notes.,Resolved; equipment returned to service.,0.76
2025-04-15T11:44:47.160441+00:00,turbofan_TF-01,"{""vibration_rms"": 1.404, ""temp_c"": 22.59, ""pressure_bar"": 12.35, ""flow_rate_lpm"": 152.6}",scheduled_maintenance,medium,Performed scheduled PM; replaced consumables; updated CMMS notes.,Resolved; equipment returned to service.,1.88
2025-11-02T00:25:47.160441+00:00,motor_M-12,"{""vibration_rms"": 8.055, ""temp_c"": 56.23, ""pressure_bar"": 13.21, ""flow_rate_lpm"": 397.2}",bearing_failure,low,Inspected bearing housing; replaced bearing; verified alignment; relubricated.,Escalated; further inspection required.,0.67
2025-06-05T08:15:47.160441+00:00,pump_P-07,"{""vibration_rms"": 4.536, ""temp_c"": 26.39, ""pressure_bar"": 9.09, ""flow_rate_lpm"": 232.6}",sensor_malfunction,low,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Mitigated; monitor for 48 hours.,1.68
2025-12-28T05:06:47.160441+00:00,pump_P-07,"{""vibration_rms"": 0.566, ""temp_c"": 90.84, ""pressure_bar"": 1.18, ""flow_rate_lpm"": 50.3}",cavitation,high,Adjusted inlet conditions; inspected suction line; removed blockage; re-tested.,Resolved; equipment returned to service.,9.53
2025-06-14T01:38:47.160441+00:00,pump_P-23,"{""vibration_rms"": 5.69, ""temp_c"": 109.01, ""pressure_bar"": 5.72, ""flow_rate_lpm"": 180.8}",overheating,low,Checked cooling; cleaned vents; reduced load; verified thermal sensors.,Resolved; equipment returned to service.,1.23
2026-01-30T09:50:47.160441+00:00,pump_P-23,"{""vibration_rms"": 4.283, ""temp_c"": 124.04, ""pressure_bar"": 8.91, ""flow_rate_lpm"": 144.5}",overheating,low,Checked cooling; cleaned vents; reduced load; verified thermal sensors.,Resolved; equipment returned to service.,1.29
2026-02-24T19:39:47.160441+00:00,pump_P-23,"{""vibration_rms"": 5.642, ""temp_c"": 113.48, ""pressure_bar"": 7.27, ""flow_rate_lpm"": 385.8}",overheating,high,Checked cooling; cleaned vents; reduced load; verified thermal sensors.,Escalated; further inspection required.,2.73
2025-11-10T04:21:47.160441+00:00,pump_P-07,"{""vibration_rms"": 0.806, ""temp_c"": 52.05, ""pressure_bar"": 0.64, ""flow_rate_lpm"": 300.0}",sensor_malfunction,high,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Escalated; further inspection required.,7.7
2025-05-11T19:02:47.160441+00:00,compressor_C-02,"{""vibration_rms"": 0.427, ""temp_c"": 36.62, ""pressure_bar"": 6.65, ""flow_rate_lpm"": 271.0}",sensor_malfunction,low,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Resolved; equipment returned to service.,0.6
2025-04-30T19:47:47.160441+00:00,turbofan_TF-01,"{""vibration_rms"": 1.27, ""temp_c"": 83.87, ""pressure_bar"": 12.33, ""flow_rate_lpm"": 180.7}",sensor_malfunction,medium,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Escalated; further inspection required.,1.04
2025-06-29T22:02:47.160441+00:00,motor_M-12,"{""vibration_rms"": 0.617, ""temp_c"": 76.52, ""pressure_bar"": 1.26, ""flow_rate_lpm"": 203.0}",sensor_malfunction,low,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Escalated; further inspection required.,2.05
2026-03-10T17:08:47.160441+00:00,turbofan_TF-01,"{""vibration_rms"": 5.596, ""temp_c"": 63.87, ""pressure_bar"": 5.55, ""flow_rate_lpm"": 331.5}",sensor_malfunction,high,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Escalated; further inspection required.,9.68
2026-01-25T14:22:47.160441+00:00,pump_P-23,"{""vibration_rms"": 4.82, ""temp_c"": 96.88, ""pressure_bar"": 9.01, ""flow_rate_lpm"": 281.1}",bearing_failure,low,Inspected bearing housing; replaced bearing; verified alignment; relubricated.,Escalated; further inspection required.,0.82
2025-04-07T22:19:47.160441+00:00,pump_P-07,"{""vibration_rms"": 7.666, ""temp_c"": 116.59, ""pressure_bar"": 11.91, ""flow_rate_lpm"": 227.3}",bearing_failure,medium,Inspected bearing housing; replaced bearing; verified alignment; relubricated.,Resolved; equipment returned to service.,1.25
2026-02-15T02:48:47.160441+00:00,compressor_C-02,"{""vibration_rms"": 8.317, ""temp_c"": 42.57, ""pressure_bar"": 13.47, ""flow_rate_lpm"": 182.1}",bearing_failure,low,Inspected bearing housing; replaced bearing; verified alignment; relubricated.,Mitigated; monitor for 48 hours.,1.46
2026-01-23T17:23:47.160441+00:00,turbofan_TF-01,"{""vibration_rms"": 0.966, ""temp_c"": 24.72, ""pressure_bar"": 11.92, ""flow_rate_lpm"": 260.2}",lubrication_issue,medium,Checked oil level; replaced filter; flushed line; refilled per spec.,Escalated; further inspection required.,1.67
2025-10-14T20:17:47.160441+00:00,compressor_C-02,"{""vibration_rms"": 1.307, ""temp_c"": 68.49, ""pressure_bar"": 6.22, ""flow_rate_lpm"": 385.3}",scheduled_maintenance,low,Performed scheduled PM; replaced consumables; updated CMMS notes.,Resolved; equipment returned to service.,1.82
2026-02-16T06:11:47.160441+00:00,motor_M-12,"{""vibration_rms"": 3.058, ""temp_c"": 113.85, ""pressure_bar"": 12.38, ""flow_rate_lpm"": 360.3}",scheduled_maintenance,medium,Performed scheduled PM; replaced consumables; updated CMMS notes.,Escalated; further inspection required.,0.75
2025-12-11T16:54:47.160441+00:00,turbofan_TF-01,"{""vibration_rms"": 3.714, ""temp_c"": 86.02, ""pressure_bar"": 3.77, ""flow_rate_lpm"": 335.5}",sensor_malfunction,medium,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Mitigated; monitor for 48 hours.,0.92
2025-11-06T19:51:47.160441+00:00,pump_P-23,"{""vibration_rms"": 1.029, ""temp_c"": 114.12, ""pressure_bar"": 1.55, ""flow_rate_lpm"": 104.5}",cavitation,low,Adjusted inlet conditions; inspected suction line; removed blockage; re-tested.,Resolved; equipment returned to service.,1.01
2026-03-06T18:06:47.160441+00:00,pump_P-07,"{""vibration_rms"": 5.668, ""temp_c"": 112.83, ""pressure_bar"": 3.66, ""flow_rate_lpm"": 236.1}",lubrication_issue,high,Checked oil level; replaced filter; flushed line; refilled per spec.,Escalated; further inspection required.,10.51
2025-12-10T07:45:47.160441+00:00,compressor_C-02,"{""vibration_rms"": 1.456, ""temp_c"": 124.46, ""pressure_bar"": 6.84, ""flow_rate_lpm"": 82.8}",overheating,critical,Checked cooling; cleaned vents; reduced load; verified thermal sensors.,Mitigated; monitor for 48 hours.,4.74
2025-06-20T01:13:47.160441+00:00,motor_M-12,"{""vibration_rms"": 4.499, ""temp_c"": 116.54, ""pressure_bar"": 8.8, ""flow_rate_lpm"": 49.0}",scheduled_maintenance,critical,Performed scheduled PM; replaced consumables; updated CMMS notes.,Mitigated; monitor for 48 hours.,3.09
2025-10-29T02:57:47.160441+00:00,motor_M-12,"{""vibration_rms"": 1.694, ""temp_c"": 105.08, ""pressure_bar"": 6.93, ""flow_rate_lpm"": 31.6}",overheating,medium,Checked cooling; cleaned vents; reduced load; verified thermal sensors.,Escalated; further inspection required.,1.59
2025-06-02T11:35:47.160441+00:00,pump_P-07,"{""vibration_rms"": 0.256, ""temp_c"": 80.39, ""pressure_bar"": 1.17, ""flow_rate_lpm"": 97.0}",cavitation,medium,Adjusted inlet conditions; inspected suction line; removed blockage; re-tested.,Mitigated; monitor for 48 hours.,0.6
2026-02-10T04:28:47.160441+00:00,compressor_C-02,"{""vibration_rms"": 1.13, ""temp_c"": 20.86, ""pressure_bar"": 4.89, ""flow_rate_lpm"": 301.9}",sensor_malfunction,low,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Resolved; equipment returned to service.,1.04
2026-03-31T18:03:47.160441+00:00,pump_P-07,"{""vibration_rms"": 2.915, ""temp_c"": 103.77, ""pressure_bar"": 12.78, ""flow_rate_lpm"": 32.0}",overheating,medium,Checked cooling; cleaned vents; reduced load; verified thermal sensors.,Mitigated; monitor for 48 hours.,1.83
2025-07-12T12:04:47.160441+00:00,turbofan_TF-01,"{""vibration_rms"": 5.864, ""temp_c"": 81.63, ""pressure_bar"": 1.5, ""flow_rate_lpm"": 62.2}",sensor_malfunction,high,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Resolved; equipment returned to service.,6.74
2026-02-14T08:06:47.160441+00:00,pump_P-07,"{""vibration_rms"": 3.983, ""temp_c"": 114.07, ""pressure_bar"": 3.71, ""flow_rate_lpm"": 64.8}",sensor_malfunction,medium,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Mitigated; monitor for 48 hours.,2.04
2026-01-10T08:05:47.160441+00:00,motor_M-12,"{""vibration_rms"": 2.276, ""temp_c"": 77.11, ""pressure_bar"": 12.62, ""flow_rate_lpm"": 261.4}",sensor_malfunction,low,Re-seated sensor; checked wiring; replaced faulty transducer; recalibrated.,Resolved; equipment returned to service.,2.38
2025-12-21T15:37:47.160441+00:00,turbofan_TF-01,"{""vibration_rms"": 2.708, ""temp_c"": 64.76, ""pressure_bar"": 9.15, ""flow_rate_lpm"": 341.4}",lubrication_issue,low,Checked oil level; replaced filter; flushed line; refilled per spec.,Mitigated; monitor for 48 hours.,2.15
2025-09-20T20:34:47.160441+00:00,turbofan_TF-01,"{""vibration_rms"": 2.555, ""temp_c"": 122.71, ""pressure_bar"": 2.49, ""flow_rate_lpm"": 143.8}",overheating,medium,Checked cooling; cleaned vents; reduced load; verified thermal sensors.,Mitigated; monitor for 48 hours.,2.33
2025-11-24T10:27:47.160441+00:00,motor_M-12,"{""vibration_rms"": 0.169, ""temp_c"": 60.75, ""pressure_bar"": 12.99, ""flow_rate_lpm"": 90.9}",lubrication_issue,critical,Checked oil level; replaced filter; flushed line; refilled per spec.,Mitigated; monitor for 48 hours.,9.39
